2.492213270000000000e+08,2.492213290000000000e+08
2.492214600000000000e+08,2.492214620000000000e+08
2.492214810000000000e+08,2.492214830000000000e+08
2.492215890000000000e+08,2.492215910000000000e+08
2.492238150000000000e+08,2.492238170000000000e+08
2.492240430000000000e+08,2.492240450000000000e+08
2.492248370000000000e+08,2.492248390000000000e+08
2.492248410000000000e+08,2.492248430000000000e+08
2.492248870000000000e+08,2.492248890000000000e+08
2.492249240000000000e+08,2.492249260000000000e+08
2.492250410000000000e+08,2.492250430000000000e+08
2.492264770000000000e+08,2.492264790000000000e+08
2.492265810000000000e+08,2.492265830000000000e+08
2.492275600000000000e+08,2.492275620000000000e+08
2.492295690000000000e+08,2.492295710000000000e+08
2.492296160000000000e+08,2.492296180000000000e+08
2.492298590000000000e+08,2.492298610000000000e+08
2.492298830000000000e+08,2.492298850000000000e+08
2.492298910000000000e+08,2.492298930000000000e+08
2.492298950000000000e+08,2.492298970000000000e+08
2.492308320000000000e+08,2.492308340000000000e+08
2.492308730000000000e+08,2.492308750000000000e+08
2.492308830000000000e+08,2.492308850000000000e+08
2.492308990000000000e+08,2.492309010000000000e+08
2.492309200000000000e+08,2.492309220000000000e+08
2.492309350000000000e+08,2.492309370000000000e+08
2.492309410000000000e+08,2.492309430000000000e+08
2.492309620000000000e+08,2.492309640000000000e+08
2.492310320000000000e+08,2.492310340000000000e+08
2.492310360000000000e+08,2.492310380000000000e+08
2.492310620000000000e+08,2.492310640000000000e+08
2.492311930000000000e+08,2.492311950000000000e+08
2.492318120000000000e+08,2.492318140000000000e+08
2.492318440000000000e+08,2.492318460000000000e+08
2.492322160000000000e+08,2.492322180000000000e+08
2.492324020000000000e+08,2.492324040000000000e+08
2.492324950000000000e+08,2.492324970000000000e+08
2.492325700000000000e+08,2.492325720000000000e+08
2.492325880000000000e+08,2.492325900000000000e+08
2.492326810000000000e+08,2.492326830000000000e+08
2.492327740000000000e+08,2.492327760000000000e+08
2.492328170000000000e+08,2.492328190000000000e+08
2.492328230000000000e+08,2.492328250000000000e+08
2.492328670000000000e+08,2.492328690000000000e+08
2.492330080000000000e+08,2.492330100000000000e+08
2.492330550000000000e+08,2.492330570000000000e+08
2.492334660000000000e+08,2.492334680000000000e+08
2.492343460000000000e+08,2.492343480000000000e+08
2.492344480000000000e+08,2.492344500000000000e+08
2.492345610000000000e+08,2.492345630000000000e+08
2.492348870000000000e+08,2.492348890000000000e+08
2.492349040000000000e+08,2.492349060000000000e+08
2.492350540000000000e+08,2.492350560000000000e+08
2.492353110000000000e+08,2.492353130000000000e+08
2.492354550000000000e+08,2.492354570000000000e+08
2.492354760000000000e+08,2.492354780000000000e+08
2.492361880000000000e+08,2.492361900000000000e+08
2.492375570000000000e+08,2.492375590000000000e+08
2.492376000000000000e+08,2.492376020000000000e+08
2.492376890000000000e+08,2.492376910000000000e+08
2.492376910000000000e+08,2.492376930000000000e+08
2.492377010000000000e+08,2.492377030000000000e+08
2.492377210000000000e+08,2.492377230000000000e+08
2.492377450000000000e+08,2.492377470000000000e+08
2.492377530000000000e+08,2.492377550000000000e+08
2.492377770000000000e+08,2.492377790000000000e+08
2.492380250000000000e+08,2.492380270000000000e+08
2.492380310000000000e+08,2.492380330000000000e+08
2.492380540000000000e+08,2.492380560000000000e+08
2.492380830000000000e+08,2.492380850000000000e+08
2.492381510000000000e+08,2.492381530000000000e+08
2.492381780000000000e+08,2.492381800000000000e+08
2.492381920000000000e+08,2.492381940000000000e+08
2.492384120000000000e+08,2.492384140000000000e+08
2.492384700000000000e+08,2.492384720000000000e+08
2.492385110000000000e+08,2.492385130000000000e+08
2.492385180000000000e+08,2.492385200000000000e+08
2.492385260000000000e+08,2.492385280000000000e+08
2.492385450000000000e+08,2.492385470000000000e+08
2.492385710000000000e+08,2.492385730000000000e+08
2.492385810000000000e+08,2.492385830000000000e+08
2.492386030000000000e+08,2.492386050000000000e+08
2.492386290000000000e+08,2.492386310000000000e+08
2.492386910000000000e+08,2.492386930000000000e+08
2.492386940000000000e+08,2.492386960000000000e+08
2.492387120000000000e+08,2.492387140000000000e+08
2.492387300000000000e+08,2.492387320000000000e+08
2.492387370000000000e+08,2.492387390000000000e+08
2.492387400000000000e+08,2.492387420000000000e+08
2.492387530000000000e+08,2.492387550000000000e+08
2.492387980000000000e+08,2.492388000000000000e+08
2.492388110000000000e+08,2.492388130000000000e+08
2.492388270000000000e+08,2.492388290000000000e+08
2.492388530000000000e+08,2.492388550000000000e+08
2.492388700000000000e+08,2.492388720000000000e+08
2.492388790000000000e+08,2.492388810000000000e+08
2.492389080000000000e+08,2.492389100000000000e+08
2.492389190000000000e+08,2.492389210000000000e+08
2.492389220000000000e+08,2.492389240000000000e+08
2.492389280000000000e+08,2.492389300000000000e+08
2.492389420000000000e+08,2.492389440000000000e+08
2.492389490000000000e+08,2.492389510000000000e+08
2.492389510000000000e+08,2.492389530000000000e+08
2.492389600000000000e+08,2.492389620000000000e+08
2.492389620000000000e+08,2.492389640000000000e+08
2.492389690000000000e+08,2.492389710000000000e+08
2.492389730000000000e+08,2.492389750000000000e+08
2.492389760000000000e+08,2.492389780000000000e+08
2.492389790000000000e+08,2.492389810000000000e+08
2.492389810000000000e+08,2.492389830000000000e+08
2.492389830000000000e+08,2.492389850000000000e+08
2.492389910000000000e+08,2.492389930000000000e+08
2.492390240000000000e+08,2.492390260000000000e+08
2.492390270000000000e+08,2.492390290000000000e+08
2.492390310000000000e+08,2.492390330000000000e+08
2.492390480000000000e+08,2.492390500000000000e+08
2.492390610000000000e+08,2.492390630000000000e+08
2.492390650000000000e+08,2.492390670000000000e+08
2.492390720000000000e+08,2.492390740000000000e+08
2.492390860000000000e+08,2.492390880000000000e+08
2.492391000000000000e+08,2.492391020000000000e+08
2.492391040000000000e+08,2.492391060000000000e+08
2.492391610000000000e+08,2.492391630000000000e+08
2.492391640000000000e+08,2.492391660000000000e+08
2.492391720000000000e+08,2.492391740000000000e+08
2.492391930000000000e+08,2.492391950000000000e+08
2.492391960000000000e+08,2.492391980000000000e+08
2.492392010000000000e+08,2.492392030000000000e+08
2.492392030000000000e+08,2.492392050000000000e+08
2.492392220000000000e+08,2.492392240000000000e+08
2.492392250000000000e+08,2.492392270000000000e+08
2.492392270000000000e+08,2.492392290000000000e+08
2.492392300000000000e+08,2.492392320000000000e+08
2.492392440000000000e+08,2.492392460000000000e+08
2.492392520000000000e+08,2.492392540000000000e+08
2.492392720000000000e+08,2.492392740000000000e+08
2.492392820000000000e+08,2.492392840000000000e+08
2.492392900000000000e+08,2.492392920000000000e+08
2.492392980000000000e+08,2.492393000000000000e+08
2.492393190000000000e+08,2.492393210000000000e+08
2.492393300000000000e+08,2.492393320000000000e+08
2.492393680000000000e+08,2.492393700000000000e+08
2.492393720000000000e+08,2.492393740000000000e+08
2.492393880000000000e+08,2.492393900000000000e+08
2.492393940000000000e+08,2.492393960000000000e+08
2.492394980000000000e+08,2.492395000000000000e+08
2.492395090000000000e+08,2.492395110000000000e+08
2.492395120000000000e+08,2.492395140000000000e+08
2.492395310000000000e+08,2.492395330000000000e+08
2.492395900000000000e+08,2.492395920000000000e+08
2.492395970000000000e+08,2.492395990000000000e+08
2.492396190000000000e+08,2.492396210000000000e+08
2.492396240000000000e+08,2.492396260000000000e+08
2.492396450000000000e+08,2.492396470000000000e+08
2.492396760000000000e+08,2.492396780000000000e+08
2.492396790000000000e+08,2.492396810000000000e+08
